name,global_file,tw_global,twitter,analysis,suggestions,comment
Extinction Rebellion Belgium,,,XR_Belgium,twitter_only,,
Extinction Rebellion Bielefeld (ⴵ),,,XR_Bielefeld,twitter_only,,
Extinction Rebellion Bury St Edmunds,,,XR_BSE,twitter_only,,
xr_btv,,,xr_btv,twitter_only,,
XR Cambridge,,,xr_cambridge,twitter_only,,
Extinction Rebellion Chester,,,XR_Chester,twitter_only,,
XR-Chor,,,XR_Chor,twitter_only,,
Extinction Rebellion Cornwall,,,xr_cornwall,twitter_only,,
XR Dallas,,,xr_dallas,twitter_only,,
Extinction Rebellion Düsseldorf,,,XR_Duesseldorf,twitter_only,,
Extinction Rebellion Duisburg,,,XR_Duisburg,twitter_only,,
XREastMidlands,,,xr_east,twitter_only,,
xr_eberswalde,,,xr_eberswalde,twitter_only,,
XR Erlangen,,,XR_Erlangen,twitter_only,,
Extinction Rebellion Essen,,,XR_Essen,twitter_only,,
Extinction Rebellion Essex,,,XR_Essex,twitter_only,,
Extinction Rebellion Eugene,,,xr_eugene,twitter_only,,
Extinction Rebellion Flensburg (⧖),,,XR_Flensburg,twitter_only,,
Extinction Rebellion Fürth,,,XR_Fuerth,twitter_only,,
Extinction Rebellion Furness ⏳,,,XR_Furness,twitter_only,,
XR Future,,,XR_Future,twitter_only,,
Extinction Rebellion Gauteng,,,XR_Gauteng,twitter_only,,
Extinction Rebellion Goa,,,xr_goa,twitter_only,,
Extinction Rebellion Göttingen,,,XR_Goettingen,twitter_only,,
XR Halle,,,XR_Halle,twitter_only,,
Extinction Rebellion Hammersmith & Fulham ⌛️,,,XR_Hamm_Fulham,twitter_only,,
XR Hildesheim,,,XR_Hildesheim,twitter_only,,
XR Imperial College,,,XR_Imperial,twitter_only,,
Extinction Rebellion Iserlohn,,,XR_Iserlohn,twitter_only,,
Extinction Rebellion Kassel,,,XR_Kassel,twitter_only,,
Extinction Rebellion Kensington & Chelsea 🍃,,,xr_kensington,twitter_only,,
"Extinction Rebellion Kingston, Ontario",,,XR_KingstonOn,twitter_only,,
멸종저항 Extinction Rebellion Korea,,,XR_Korea,twitter_only,,
Extinction Rebellion Lancashire,,,XR_Lancashire,twitter_only,,
XRNYC Lower EastSide,,,XR_LES,twitter_only,,
XR Ludwigsburg 🇪🇺,,,XR_Ludwigsburg,twitter_only,,
Extinction Rebellion Luebeck,,,XR_luebeck,twitter_only,,
Extinction Rebellion Lyon,,,xr_lyon,twitter_only,,
xrmaastricht,,,xr_maastricht,twitter_only,,
Extinction Rebellion Macclesfield,,,XR_Macclesfield,twitter_only,,
Extinction Rebellion Madison,,,XR_Madison,twitter_only,,
Extinction Rebellion Marburg,,,xr_marburg,twitter_only,,
Extinction Rebellion Marseille,,,XR_Marseille,twitter_only,,
Extinction Rebellion Manchester,,,XR_MCR,twitter_only,,
Extinction Rebellion XR Mty,,,xr_mty,twitter_only,,
Extinction Rebellion New Jersey,,,xr_new,twitter_only,,
Extinction Rebellion Newbury ⏳🌎,,,XR_Newbury,twitter_only,,
Extinction Rebellion Newham,,,XR_Newham,twitter_only,,
XR_Newport,,,XR_Newport,twitter_only,,
Extinction Rebellion North Herts,,,XR_NHerts,twitter_only,,
Extinction Rebellion Nürnberg,,,XR_Nuernberg,twitter_only,,
Extinction Rebellion NYC 🌎,,,XR_NYC,twitter_only,,
Extinction Rebellion Osnabrück,,,xr_osnabrueck,twitter_only,,
Extinction Rebellion Ourense,,,XR_Ourense,twitter_only,,
Extinction Rebellion PDX,,,XR_PDX,twitter_only,,
Extinction Rebellion Pforzheim,,,XR_Pforzheim,twitter_only,,
Extinction Rebellion Phoenix,,,xr_phx,twitter_only,,
Extinction Rebellion Potsdam,,,xr_potsdam,twitter_only,,
XR Rajasthan,,,XR_Rajasthan,twitter_only,,
Extinction Rebellion Reigate and Redhill,,,XR_RandR,twitter_only,,
Extinction Rebellion Reading,,,XR_Reading,twitter_only,,
XR 📻 Rebel Radio,,,xr_rebelradio,twitter_only,,
XR Richmond-upon-Thames,,,xr_richmond,twitter_only,,
XR Roma,,,XR_Roma,twitter_only,,
Extinction Rebellion Rotterdam,,,XR_Rotterdam,twitter_only,,
Extinction Rebellion central NJ & Rutgers U.,,,XR_Rutgers,twitter_only,,
Extinction Rebellion Rye,,,XR_Rye,twitter_only,,
@XR_SaintEtienne,,,XR_SaintEtienne,twitter_only,,
Extinction Rebellion Santiago,,,XR_Santiago,twitter_only,,
XR Santiago,,,xr_scl,twitter_only,,
Extinction Rebellion South East Queensland,,,xr_seq,twitter_only,,
XR Sevenoaks,,,xr_sevenoaks,twitter_only,,
XR South Africa,,,XR_SouthAfrica,twitter_only,,
Extinction Rebellion Southampton,,,XR_Southampton,twitter_only,,
Extinction Rebellion St Albans,,,XR_StAlbans,twitter_only,,
Extinction Rebellion Strasbourg,,,XR_Strasbourg,twitter_only,,
XR Sustenance,,,XR_Sustenance,twitter_only,,
XRTechStaging,,,xr_tech,twitter_only,,
XR Thanet,,,XR_Thanet,twitter_only,,
Extinction Rebellion Thüringen,,,XR_Thueringen,twitter_only,,
Extinction Rebellion Tokyo,,,XR_Tokyo,twitter_only,,
Extinction Rebellion Toronto,,,XR_Toronto,twitter_only,,
XR UK - Trade Unions,,,xr_TradeUnions,twitter_only,,
Extinction Rebellion Tring,,,XR_Tring,twitter_only,,
Extinction Rebellion Tucson,,,xr_tucson,twitter_only,,
Extinction Rebellion Vic,,,XR_Vic,twitter_only,,
Extinction Rebellion Watford,,,XR_Watford,twitter_only,,
Extinction Rebellion Weimar,,,XR_Weimar,twitter_only,,
Extinction Rebellion West Cork,,,xr_westcork,twitter_only,,
Extinction Rebellion Western Mass,,,XR_WestMass,twitter_only,,
ExtinctionRebellion Wiesbaden,,,XR_Wiesbaden,twitter_only,,
Extinction Rebellion Würzburg,,,XR_Wuerzburg,twitter_only,,
Extinction Rebellion York,,,XR_York,twitter_only,,
Extinction Rebellion Zwickau,,,XR_Zwickau,twitter_only,,
XR Abergavenny,,,XRAbergavenny,twitter_only,,
Extinction Rebellion Afghanistan,,,xrafghanistan,twitter_only,,
XR Antofagasta,,,XRAntofagasta,twitter_only,,
Extiction Rebellion Antwerp,,,XRAntwerp,twitter_only,,
Extinction Rebellion Asturies,,,XRAsturies,twitter_only,,
extinctionrebellionathlone,,,xrathlone,twitter_only,,
Extinction Rebellion Audomarois,,,XRAudomarois,twitter_only,,
Extinction Rebellion Augsburg,,,XRAugsburg,twitter_only,,
XR ATX 🐝⏳☀️🌲🦏🐟,,,xraustin,twitter_only,,
Rebel·lió o extinció Badalona 🌍🌡️💀,,,XRBadalona,twitter_only,,
Extinction Rebellion Baltimore,,,XRBaltimore,twitter_only,,
Extinction Rebellion Banbury,,,XRBanbury,twitter_only,,
Extinction Rebellion Bath 🌍,,,XRBath,twitter_only,,
XR BC&C,,,XRBCC1,twitter_only,,
XR in Bedfordshire,,,XRBedfordshire,twitter_only,,
Extinction Rebellion Besançon,,,xrbesancon,twitter_only,,
Extinction Rebellion Bexley,,,XRBexley,twitter_only,,
Extinction Rebellion Birmingham,,,xrbham,twitter_only,,
Extinction Rebellion BCP,,,xrBmthXchPoole,twitter_only,,
Extinction Rebellion MA 🐝⌛🦋,,,XRboston,twitter_only,,
Extinction Rebellion Boulder,,,XRBoulder,twitter_only,,
Extinction Rebellion Bradford & District,,,XRBradford,twitter_only,,
Extinction Rebellion Braunschweig ⏳🌍,,,xrBraunschweig,twitter_only,,
Extinction Rebellion Brent 🌍🕊💚 (London),,,XRBrentLondon,twitter_only,,
Extinction Rebellion Bridgwater,,,XRBridgwater,twitter_only,,
Extinction Rebellion Brighton (⧖),,,XRBrighton,twitter_only,,
XR Rose Bruford,,,XRBruford,twitter_only,,
Extinction Rebellion BSL,,,xrbsl,twitter_only,,
Extinction Rebellion Bulgaria,,,XRBulgaria,twitter_only,,
XRCaerdydd,,,XRCaerdydd,twitter_only,,
Extinction Rebellion Caerphilly,,,XRCaerphilly,twitter_only,,
XR Calama,,,XRCalama,twitter_only,,
XRCalderdale,,,XRCalderdale,twitter_only,,
Extinction Rebellion Camden,,,XRCamden,twitter_only,,
Extinction Rebellion Canterbury,,,XRCanterbury,twitter_only,,
@XRCardiff,,,XRCardiff,twitter_only,,
Extinction Rebellion Cardiff Students,,,XRCardiffStu,twitter_only,,
XRCastellón,,,XRCastellon,twitter_only,,
XR Chapelboro,,,XRChapelboro,twitter_only,,
XR Charlbury,,,XRCharlbury,twitter_only,,
Extinction Rebellion Cheetahs,,,XRCheetahs,twitter_only,,
Extinction Rebellion Chelmsford,,,XRChelmsford,twitter_only,,
Extinction Rebellion Cheltenham,,,XRCheltenham,twitter_only,,
Chew Valley Extinction Rebellion,,,XrChew,twitter_only,,
Extinction Rebellion Chippenham,,,XRChippenham,twitter_only,,
XR Clean Up Your Act,,,xrCleanYourAct,twitter_only,,
XR Colchester,,,xrcolchester,twitter_only,,
XR Comic Science 🎨👩‍🎓💚,,,xrcomicscience,twitter_only,,
Extinction Rebellion Cork,,,xrcorcaigh,twitter_only,,
Extinction Rebellion Coventry,,,XRCoventry,twitter_only,,
Extinction Rebellion Croydon 🌍,,,XRCroydon,twitter_only,,
XR Cymraeg,,,XRCymraeg,twitter_only,,
Extinction Rebellion CZ,,,XRczech,twitter_only,,
Extinction Rebellion Daventry,,,XRDaventry,twitter_only,,
XRDelhi,,,XRDELHI,twitter_only,,
XR #ThreeDemandsBill,,,XRdemandsbill,twitter_only,,
XR Devizes & Marlborough ⏳,,,XRDevizesMarl,twitter_only,,
eXtinction Rebellion Didsbury,,,XRDidsbury,twitter_only,,
XR Disabled Rebels,,,XRDisabledRebel,twitter_only,,
Extinction Rebellion Dorking,,,xrdorking,twitter_only,,
Extinction Rebellion Dundee,,,XRDundee,twitter_only,,
"Extinction Rebellion Durham, NC USA 💚🌎🕊️",,,XrDurham,twitter_only,,
Extinction Rebellion Ealing,,,XREaling,twitter_only,,
XRBurningEarth,,,XRearth,twitter_only,,
XREastbourne,,,XREastbourne,twitter_only,,
XR East Herts,,,XREastHerts,twitter_only,,
xratlanta,,,xrebelatl,twitter_only,,
Extinction Rebellion Hamburg,,,xrebellion_hh,twitter_only,,
Extinction Rebellion Sri Lanka,,,XRebellionLK,twitter_only,,
XR Educators,,,XREducators,twitter_only,,
XR Elmbridge,,,XRElmbridge,twitter_only,,
Extinction Rebellion Evesham,,,XrEvesham,twitter_only,,
Extinction Rebellion Exeter,,,XRExeter,twitter_only,,
XR Familien | DE,,,XRFamilien_DE,twitter_only,,
Extinction Rebellion Families,,,XRFamilies,twitter_only,,
Extinction Rebellion Farmers,,,XRFarmers,twitter_only,,
Franck XR,,,XrFranck,twitter_only,,
Extinction Rebellion Frankfurt,,,xrfrankfurt,twitter_only,,
XRGaliza,,,XRGaliza,twitter_only,,
Extinction Rebellion Galway,,,XRGalway,twitter_only,,
Extinction Rebellion Gauteng,,,XRGauteng,twitter_only,,
Extinction Rebellion Geeks,,,xrgeeks,twitter_only,,
Rebel·lió o Extinció Girona,,,XRGirona,twitter_only,,
Extinction Rebellion Gloucester,,,XRGloucester,twitter_only,,
Extinction Rebellion Granada,,,XRGranada,twitter_only,,
XR Gravesham & Dartford,,,xrgravesham,twitter_only,,
Extinction Rebellion Groningen,,,xrgroningen,twitter_only,,
Extinction Rebellion Hackney,,,XRHackney,twitter_only,,
Extinction Rebellion Hamilton,,,XRHamont,twitter_only,,
Extinction Rebellion Haringey,,,XRHaringey,twitter_only,,
Extinction Rebellion Harrow 🌍🌡⌛ ☠🌹💚🐝,,,XRHarrow,twitter_only,,
Extinction Rebellion Havering,,,XRHavering,twitter_only,,
Healthcare students for XR,,,XRHealthstudnts,twitter_only,,
XRHenley,,,XrHenley,twitter_only,,
@XRHereford,,,xrhereford,twitter_only,,
Extinction Rebellion Hillingdon,,,XRHillingdon_,twitter_only,,
Extinction Rebellion Hounslow,,,XRHounslow,twitter_only,,
XR Hastings & St Leonards 🌍,,,XRHSL,twitter_only,,
Extinction Rebellion Huddersfield,,,xrhuddersfield,twitter_only,,
Extinction Rebellion Huddersfield,,,XRHudds,twitter_only,,
xrhulluni,,,xrhulluni,twitter_only,,
Extinction Rebellion Magyarország,,,xrhungary,twitter_only,,
ExtinctionR Huntingdon,,,XRHuntingdon,twitter_only,,
Extinction Rebellion Ibiza,,,XRIbiza,twitter_only,,
Extinction Rebellion Indonesia 🇮🇩,,,XRIndonesia,twitter_only,,
Extinction Rebellion Isle of Wight,,,xriow,twitter_only,,
XR Ipswich,,,XRIpswich,twitter_only,,
XR-Islington 🌍,,,XRIslington,twitter_only,,
Extinction Rebellion Ithaca,,,XRIthaca,twitter_only,,
Extinction Rebellion Jaén,,,xrjaen,twitter_only,,
XRJews,,,XrJews,twitter_only,,
xrkentcounty,,,xrkentcounty,twitter_only,,
EXTINCTION REBELLION KENYA 🌍,,,XRKenya,twitter_only,,
XRKettering,,,XRKettering,twitter_only,,
Extinction Rebellion Klimacamp,,,XRKlimacamp,twitter_only,,
XR Konstanz,,,XRKonstanz,twitter_only,,
Extinction Rebellion Lambeth 🐝,,,XRLambeth,twitter_only,,
Extinction Rebellion Lancaster,,,XrLancaster,twitter_only,,
Extinction Rebellion Landau,,,XRLandau,twitter_only,,
Extinction Rebellion Las Palmas,,,XRLasPalmas,twitter_only,,
XR La Unión,,,XRLaUnion,twitter_only,,
Extinction Rebellion Lausanne,,,xrlausanne,twitter_only,,
LawyersforXR,,,XRlawyers,twitter_only,,
Extinction Rebellion Leeds,,,XRLeeds,twitter_only,,
XRLeicester,,,XrLeicester,twitter_only,,
Extinction Rebellion Leiden,,,XrLeiden,twitter_only,,
XR Leipzig,,,XRLeipzig,twitter_only,,
XRLewes,,,XrLewes,twitter_only,,
Extinction Rebellion Lewisham,,,XRLewisham,twitter_only,,
XRLiege,,,xrliege,twitter_only,,
XR Youth Lincoln,,,XrLincoln,twitter_only,,
Extinction Rebellion Lincolnshire ✊,,,XRLincolnshire,twitter_only,,
Extinction Rebellion Liverpool,,,XRLiverpool,twitter_only,,
Extinction Rebellion London,,,XRLondon,twitter_only,,
Extinction Rebellion Longmont,,,XRLongmont,twitter_only,,
Extinction Rebellion Lüneburg,,,XRLueneburg,twitter_only,,
Extinction Rebellion Luton,,,xrluton,twitter_only,,
XR Luton Youth,,,XRLutonYouth,twitter_only,,
XR Luzern,,,XRLuzern,twitter_only,,
Extinction Rebellion Magdeburg,,,XRMagdeburg,twitter_only,,
Extinction Rebellion Mainz,,,XrMainz,twitter_only,,
Extinction Rebellion Mallorca,,,XRMallorca,twitter_only,,
Extinction Rebellion Marlow,,,XrMarlow,twitter_only,,
XRMCR-Youth,,,XRMCRYOUTH,twitter_only,,
XR Merton ⏳,,,XRMerton,twitter_only,,
Extinction Rebellion Metz 🦋,,,XRMetz,twitter_only,,
Extinction Rebellion México,,,xrmexico,twitter_only,,
XR Münster,,,XrMuenster,twitter_only,,
Extinction Rebellion Muslims ☪️⏳🐝🌿,,,XRmuslims,twitter_only,,
XRN Trondheim,,,XRN_Trondheim,twitter_only,,
Extinction Rebellion Nairobi,,,XRNairobi,twitter_only,,
XR Nantes,,,XRNantes,twitter_only,,
Extinction Rebellion North Carolina,,,XRNCChapter,twitter_only,,
XRNE,,,XRNE_UK,twitter_only,,
XRNewark&Sherwood,,,XRNewark,twitter_only,,
XRNewEngland,,,XRNewEngland,twitter_only,,
Extinction Rebellion Nicaragua,,,xrnicaragua,twitter_only,,
XR Northampton 👞,,,XRNorthampton,twitter_only,,
Extinction Rebellion Nottingham 🏹🌳🌍,,,XrNottingham,twitter_only,,
Extinction Rebellion NS 🇨🇦,,,XRNovaScotia,twitter_only,,
Extinction Rebellion Neath Port Talbot,,,XRNPT,twitter_only,,
Extinction Rebellion NSW,,,xrnsw,twitter_only,,
Extinction Rebellion Oldenburg,,,XROldenburg,twitter_only,,
Extinction Rebellion Ottawa,,,XROttawa,twitter_only,,
Extinction Rebellion Padova,,,xrpadova,twitter_only,,
Extinction Rebellion Pakistan,,,xrpakistan,twitter_only,,
Extinction Rebellion Peace,,,XRPeaceUK,twitter_only,,
XR Peterborough,,,XRPeterborough,twitter_only,,
XRPetersfield,,,xrpetersfield,twitter_only,,
Extinction Rebellion Pittsburgh,,,XRPittsburgh,twitter_only,,
Extinction Rebellion Polska,,,XRPolska,twitter_only,,
Extinction Rebellion Pontefract,,,XRPontefract01,twitter_only,,
XRPontevedra,,,XRPontevedra,twitter_only,,
Extinction Rebellion Portsmouth,,,XRPortsmouth,twitter_only,,
XRPreston,,,XrPreston,twitter_only,,
XR Psychologists,,,XRPsychologists,twitter_only,,
Extinction Rebellion Puerto Escondido,,,XRPtoEscondido,twitter_only,,
XR Puerto Montt,,,XRPtoMontt,twitter_only,,
Extinction Rebellion Purbeck,,,XRPurbeck,twitter_only,,
XRQUEBEC,,,XRQUEBEC,twitter_only,,
XR Writers Rebel,,,XrRebel,twitter_only,,
XR Rebel Every Day,,,XRRebelEveryDay,twitter_only,,
Extinction Rebellion Rebel Riders,,,XRRebelRiders,twitter_only,,
XR Regenerative Culture 🌍,,,xrregenerative,twitter_only,,
Extinction Rebellion Rennes,,,xrRennes,twitter_only,,
XR Richmond VA,,,XrRichmond,twitter_only,,
XR Rochester,,,XRrochester,twitter_only,,
Extinction Rebellion Rostock 🌾⌛️✊🦀,,,xrRostock,twitter_only,,
XR Saarbrücken,,,xrsaar,twitter_only,,
XR San Diego,,,xrsandiego,twitter_only,,
Extinction Rebellion Switzerland,,,xrSchweiz,twitter_only,,
XR Scottish Borders,,,XRScotBorders,twitter_only,,
XRSeattle,,,XRSeattle,twitter_only,,
Salmorejo Rebelde - Extinction Rebellion Sevilla,,,XRSevilla,twitter_only,,
Extinction Rebellion SF Bay Area,,,xrsfbay,twitter_only,,
Extinction Rebellion Sheffield,,,XRShef,twitter_only,,
webXRShrewsbury,,,XRShrewsburyWeb,twitter_only,,
xrshrewsburyyouth,,,xrshrewsyouth,twitter_only,,
Extinction Rebellion Siegen,,,XRSiegen,twitter_only,,
xrskane 💚🦋⌛️,,,xrskane,twitter_only,,
Extinction Rebellion - Skipton & the Dales,,,xrskiptondales,twitter_only,,
XR-South Lakes,,,XRSL4,twitter_only,,
XR Slough 🌍✊🏿🌎✊🏽🌏✊🏻,,,XRSlough,twitter_only,,
XRSM4,,,XRSM4,twitter_only,,
XRSouthAustralia,,,XRSouthAus,twitter_only,,
XR South Dartmoor,,,XRSouthDartmoor,twitter_only,,
Extinction Rebellion Southend,,,XRSouthend,twitter_only,,
XR Southwark Community Library,,,XRSouthwarkLib,twitter_only,,
XR South West Britain,,,XRSouthWest,twitter_only,,
XR Stafford,,,XrStafford,twitter_only,,
Extinction Rebellion Stirling,,,XrStirling,twitter_only,,
🌻XR Stratford-Upon-Avon 🌻,,,XRStratford,twitter_only,,
Extinction Rebellion Suffolk Sunrise,,,XRSuffolk_Sun,twitter_only,,
Extinction Rebellion Sutton 🐝,,,XRSutton,twitter_only,,
xrswansea,,,xrswansea,twitter_only,,
Extinction Rebellion Swindon,,,XRSwindon,twitter_only,,
Extinction Rebellion Sydney,,,XRSyd,twitter_only,,
Extinction Rebellion Szczecin,,,XRSzczecin,twitter_only,,
XRTacoma,,,XrTacoma,twitter_only,,
XR Talca,,,XRTalca,twitter_only,,
Extinction Rebellion Taunton,,,XRTaunton,twitter_only,,
XR Araucanía,,,XRTemuco,twitter_only,,
XR The Beacon,,,XRTheBeacon,twitter_only,,
Extinction Rebellion The Hague,,,XRTheHague,twitter_only,,
@XRToledo,,,xrtoledo,twitter_only,,
Extinction Rebellion Totnes,,,XRTotnes,twitter_only,,
XR Tower Hamlets ⧖⃝,,,XRTowerHamlets,twitter_only,,
Extinction Rebellion Trafford,,,XRTrafford,twitter_only,,
Extinction rebellion Uganda🌏💚,,,xruganda,twitter_only,,
Extinction Rebellion Ulm,,,XRUlm,twitter_only,,
Extinction Rebellion Universities UK,,,XRUniversities,twitter_only,,
Extinction Rebellion Utrecht,,,XRUtrecht,twitter_only,,
XR Valdivia,,,XRValdivia,twitter_only,,
xrvalledebravo,,,xrvalledebravo,twitter_only,,
Extinction Rebellion,,,xrvalpo,twitter_only,,
Extinction Rebellion Vancouver,,,XRVancouverBC,twitter_only,,
XR Wageningen,,,XRWageningen,twitter_only,,
Extinction Rebellion Waltham Forest,,,XRWalthamForest,twitter_only,,
XR Warrington,,,XRWarrington,twitter_only,,
XR Kitchener-Waterloo,,,XRWaterloo,twitter_only,,
XR Wellingborough,,,XRWboro,twitter_only,,
Extinction Rebellion Wearside,,,XRWearside,twitter_only,,
XRWestCornwall,,,XrWest,twitter_only,,
Extinction Rebellion Westminster,,,XRWestminster,twitter_only,,
XRWhitehall,,,XRWhitehall,twitter_only,,
Extinction Rebellion Wimborne,,,XRWimborne,twitter_only,,
ExtinctionRebellionZA_Winelands,,,xrwinelands,twitter_only,,
XR Worthing,,,XRWorthing,twitter_only,,
Extinction Rebellion Weston-super-Mare,,,xrwsm,twitter_only,,
Extinction Rebellion Wuppertal,,,xrwuppertal,twitter_only,,
XR Youth West Norfolk,,,xry_westnorfolk,twitter_only,,
XR Youth Belgium,,,xrybelgium,twitter_only,,
XR Youth Ireland,,,XRYIreland,twitter_only,,
Extinction Rebellion Yorkshire,,,XRYorkshire,twitter_only,,
Extinction Rebellion Youth,,,XrYouth,twitter_only,,
XR Youth Boston,,,XRYouthBoston,twitter_only,,
XR Youth Bristol ⏳,,,xryouthbristol,twitter_only,,
XR Youth Cambridge 🌍,,,xryouthcambs,twitter_only,,
Extinction Rebellion Youth Cornwall,,,xryouthcornwall,twitter_only,,
XR Youth DC ⧖⃝,,,xryouthdc,twitter_only,,
xryouth_hamburg,,,XryouthH,twitter_only,,
XR youth HERTS,,,xryouthherts,twitter_only,,
XRYouth_NorthEast,,,XryouthN,twitter_only,,
Extinction Rebellion Youth Philadelphia,,,xryouthphilly,twitter_only,,
XRY ROCKLAND,,,xryouthrockland,twitter_only,,
XR Youth US,,,xryouthus,twitter_only,,
XR Youth SE London,,,XRYSELondon,twitter_only,,
Extinction Rebellion Youth Somerset,,,XRYSomerset,twitter_only,,
Extinction Rebellion Zaragoza,,,xrzaragoza,twitter_only,,
Extinction Rebellion Zimbabwe,,,XRZimbabwe,twitter_only,,
Extinction Rebellion Zürich,,,XRZurich,twitter_only,,
XR Youth Germany,,,youth_xr,twitter_only,,
